org_file_name,bright,create_time,farm_id,house_id,module_id,weight_prediction_count,weight_prediction_pixel_mean,weight_prediction_weight,weight_prediction_status
FA0002_GW01_H01_0001_20211122125121_farm_image_real_b72958494644.jpg,yes,2021-11-22 12:51:21,FA0002,H01,1,3.0,9239.0,2045.8,success
FA0002_GW01_H01_0001_20211122132128_farm_image_real_c316d4034f22.jpg,yes,2021-11-22 13:21:28,FA0002,H01,1,7.0,10482.0,2325.2,success
FA0002_GW01_H01_0001_20211122134205_farm_image_real_89497689477a.jpg,yes,2021-11-22 13:42:05,FA0002,H01,1,1.0,9217.0,2040.9,success
FA0002_GW01_H01_0001_20211122135213_farm_image_real_0313779b4e54.jpg,yes,2021-11-22 13:52:13,FA0002,H01,1,2.0,10990.0,2439.4,success
FA0002_GW01_H01_0001_20211122140214_farm_image_real_b0f7172040ac.jpg,yes,2021-11-22 14:02:14,FA0002,H01,1,1.0,9723.0,2154.6,success
FA0002_GW01_H01_0001_20211122141215_farm_image_real_45d58ac1439b.jpg,yes,2021-11-22 14:12:15,FA0002,H01,1,2.0,9781.0,2167.6,success
FA0002_GW01_H01_0001_20211122142224_farm_image_real_27d5a56f48e1.jpg,yes,2021-11-22 14:22:24,FA0002,H01,1,1.0,10187.0,2258.9,success
FA0002_GW01_H01_0001_20211122143224_farm_image_real_e277cf074a73.jpg,yes,2021-11-22 14:32:24,FA0002,H01,1,2.0,9768.0,2164.7,success
FA0002_GW01_H01_0001_20211122144240_farm_image_real_a0fd4c724ae2.jpg,yes,2021-11-22 14:42:40,FA0002,H01,1,2.0,9688.0,2146.7,success
FA0002_GW01_H01_0001_20211122150251_farm_image_real_fa0297314e3b.jpg,no,2021-11-22 15:02:51,FA0002,H01,1,1.0,8625.0,1907.8,success
FA0002_GW01_H01_0001_20211122153303_farm_image_real_bd0f8fee41a4.jpg,no,2021-11-22 15:33:03,FA0002,H01,1,1.0,11940.0,2653.0,success
FA0002_GW01_H01_0001_20211122154309_farm_image_real_d5c10ebc4e27.jpg,no,2021-11-22 15:43:09,FA0002,H01,1,2.0,9436.0,2090.1,success
FA0002_GW01_H01_0001_20211123083012_farm_image_real_9011033a4591.jpg,yes,2021-11-23 08:30:12,FA0002,H01,1,2.0,8271.0,1828.2,success
FA0002_GW01_H01_0001_20211123084013_farm_image_real_ad58c17b4552.jpg,yes,2021-11-23 08:40:13,FA0002,H01,1,4.0,8387.0,1854.3,success
FA0002_GW01_H01_0001_20211123085027_farm_image_real_7049982b43bc.jpg,yes,2021-11-23 08:50:27,FA0002,H01,1,4.0,7165.0,1579.6,success
FA0002_GW01_H01_0001_20211123090037_farm_image_real_774d07314a26.jpg,yes,2021-11-23 09:00:37,FA0002,H01,1,2.0,9362.0,2073.5,success
FA0002_GW01_H01_0001_20211123091041_farm_image_real_3113f9544298.jpg,yes,2021-11-23 09:10:41,FA0002,H01,1,2.0,10557.0,2342.1,success
FA0002_GW01_H01_0001_20211123092049_farm_image_real_b412d86d4fa9.jpg,yes,2021-11-23 09:20:49,FA0002,H01,1,4.0,9612.0,2129.7,success
FA0002_GW01_H01_0001_20211123093050_farm_image_real_70ffa2104a4e.jpg,yes,2021-11-23 09:30:50,FA0002,H01,1,7.0,9571.0,2120.4,success
FA0002_GW01_H01_0001_20211123094057_farm_image_real_a08ec8b24587.jpg,yes,2021-11-23 09:40:57,FA0002,H01,1,3.0,9723.0,2154.6,success
FA0002_GW01_H01_0001_20211123095059_farm_image_real_443aa3394a80.jpg,yes,2021-11-23 09:50:59,FA0002,H01,1,3.0,10425.0,2312.4,success
FA0002_GW01_H01_0001_20211123100103_farm_image_real_dd0f65064542.jpg,no,2021-11-23 10:01:03,FA0002,H01,1,4.0,9560.0,2118.0,success
FA0002_GW01_H01_0001_20211123101106_farm_image_real_4d2c9ff94b7f.jpg,no,2021-11-23 10:11:06,FA0002,H01,1,6.0,9674.0,2143.6,success
FA0002_GW01_H01_0001_20211123102112_farm_image_real_c3b79b2749fb.jpg,no,2021-11-23 10:21:12,FA0002,H01,1,3.0,10165.0,2254.0,success
FA0002_GW01_H01_0001_20211123103113_farm_image_real_9778a53741a2.jpg,no,2021-11-23 10:31:13,FA0002,H01,1,2.0,9543.0,2114.1,success
FA0002_GW01_H01_0001_20211123104119_farm_image_real_3203009d4d41.jpg,no,2021-11-23 10:41:19,FA0002,H01,1,2.0,9405.0,2083.1,success
FA0002_GW01_H01_0001_20211123105120_farm_image_real_c6314ef14c3a.jpg,no,2021-11-23 10:51:20,FA0002,H01,1,4.0,10128.0,2245.7,success
FA0002_GW01_H01_0001_20211123110121_farm_image_real_a03cac1b4eb7.jpg,no,2021-11-23 11:01:21,FA0002,H01,1,3.0,10523.0,2334.4,success
FA0002_GW01_H01_0001_20211123111125_farm_image_real_c0f289cd48cc.jpg,no,2021-11-23 11:11:25,FA0002,H01,1,4.0,10138.0,2247.9,success
FA0002_GW01_H01_0001_20211123112128_farm_image_real_1ac543484228.jpg,no,2021-11-23 11:21:28,FA0002,H01,1,2.0,9276.0,2054.1,success
FA0002_GW01_H01_0001_20211123113204_farm_image_real_c85b1cfc4e04.jpg,no,2021-11-23 11:32:04,FA0002,H01,1,4.0,8729.0,1931.2,success
FA0002_GW01_H01_0001_20211123114211_farm_image_real_ca308f3a4b9f.jpg,no,2021-11-23 11:42:11,FA0002,H01,1,1.0,10736.0,2382.3,success
FA0002_GW01_H01_0001_20211123115212_farm_image_real_c805e8884a8a.jpg,no,2021-11-23 11:52:12,FA0002,H01,1,3.0,9262.0,2051.0,success
FA0002_GW01_H01_0001_20211123121212_farm_image_real_3bf4c7fb4e64.jpg,no,2021-11-23 12:12:12,FA0002,H01,1,4.0,9052.0,2003.8,success
