date,org_file_name,weight_prediction_pixel_mean,weight_prediction_weight,bright
20211125133830,FA0002_GW01_H02_0010_20211125133830_farm_image_real_9306d0fc42e1.jpg,1507.0,329.6,yes
20211125125631,FA0002_GW01_H02_0014_20211125125631_farm_image_real_3a689ebb440f.jpg,1873.0,412.4,no
20211125115630,FA0002_GW01_H02_0010_20211125115630_farm_image_real_63c13b5b4950.jpg,1354.0,294.9,yes
20211125100239,FA0002_GW01_H01_0002_20211125100239_farm_image_real_c72f4ab94bef.jpg,1749.0,384.4,yes
20211125121236,FA0002_GW01_H02_0014_20211125121236_farm_image_real_861f2f224519.jpg,1893.0,417.0,no
20211125103650,FA0002_GW01_H01_0001_20211125103650_farm_image_real_76703423489c.jpg,1611.0,353.1,no
20211125153634,FA0002_GW01_H01_0002_20211125153634_farm_image_real_fa2589804073.jpg,1684.0,369.6,yes
20211125095639,FA0002_GW01_H02_0015_20211125095639_farm_image_real_9a99a3a54e86.jpg,1539.0,336.8,yes
20211125112439,FA0002_GW01_H02_0014_20211125112439_farm_image_real_946e910443f5.jpg,1549.0,339.1,no
20211125120040,FA0002_GW01_H02_0014_20211125120040_farm_image_real_66bd76a14162.jpg,1794.0,394.5,no
20211125150235,FA0002_GW01_H02_0015_20211125150235_farm_image_real_64653e414c86.jpg,1999.0,440.9,no
20211125104834,FA0002_GW01_H01_0002_20211125104834_farm_image_real_f8f95c4a44d7.jpg,1437.0,313.7,yes
20211125130433,FA0002_GW01_H02_0010_20211125130433_farm_image_real_d22c9a704dbe.jpg,1687.0,370.3,yes
20211125152027,FA0002_GW01_H02_0010_20211125152027_farm_image_real_c65235cf4abc.jpg,1481.0,323.7,yes
20211125091050,FA0002_GW01_H02_0014_20211125091050_farm_image_real_d215a01849ac.jpg,1765.0,388.0,yes
20211125111432,FA0002_GW01_H02_0014_20211125111432_farm_image_real_20a68af64041.jpg,1898.0,418.1,no
20211125141853,FA0002_GW01_H01_0001_20211125141853_farm_image_real_710ee3c74971.jpg,1708.0,375.1,no
20211125100442,FA0002_GW01_H02_0013_20211125100442_farm_image_real_eac456694562.jpg,1562.0,342.0,yes
20211125142835,FA0002_GW01_H02_0015_20211125142835_farm_image_real_1129219d482a.jpg,1538.0,336.6,no
20211125133839,FA0002_GW01_H01_0001_20211125133839_farm_image_real_0f8f315c476b.jpg,1707.0,374.8,no
20211125111434,FA0002_GW01_H02_0015_20211125111434_farm_image_real_8f2b737a4c36.jpg,1435.0,313.3,no
20211125124253,FA0002_GW01_H01_0007_20211125124253_farm_image_real_60f9afb54043.jpg,2063.0,455.4,no
